SMILES,RT,Column,TempProgram,FlowRate,compound_name,compound_class,column_id,carrier_gas,version,dataset
Cc1ccccc1,14.84,DB-17,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,15,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,18.26,DB-5,50-280C at 8C/min,1.0,Toluene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,15.65,DB-35,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,17.45,DB-624,40-250C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1,14.67,HP-5MS,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,19.04,Rtx-624,40-250C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1,14.22,DB-1,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,14.28,HP-5MS,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,8.06,DB-5,60-300C at 15C/min,1.2,Toluene,Aromatic Hydrocarbon,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,13.53,Rtx-5,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,17.5,DB-WAX,60-250C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,10,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,12.87,HP-5MS,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,15.88,Rtx-624,40-250C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1,13.93,SPB-1,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,7.53,DB-5,60-300C at 15C/min,1.2,Toluene,Aromatic Hydrocarbon,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,18.91,DB-WAX,60-250C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,10,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,15.13,HP-5MS,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,15.79,DB-35,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1,16.09,Rtx-35,60-280C at 10C/min,1.0,Toluene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,17.51,ZB-5,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,7,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,8.74,DB-1,50-300C at 15C/min,1.2,Ethylbenzene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,18.09,DB-1,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,14.76,SPB-1,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,8.87,DB-5,60-300C at 15C/min,1.2,Ethylbenzene,Aromatic Hydrocarbon,2,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,16.24,DB-5,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,16.65,Rtx-35,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,14.28,HP-5MS,40-300C at 12C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,21.28,DB-5,50-280C at 8C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,15.49,SPB-1,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,15.06,DB-1,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,18.84,DB-5,50-280C at 8C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,15.65,DB-5,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,21.12,DB-5,50-280C at 8C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,13.43,HP-5MS,40-300C at 12C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,18.33,DB-17,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,15,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,18.37,DB-35,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,21.54,DB-5,50-280C at 8C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,16.5,DB-5,60-280C at 10C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
CCc1ccccc1,13.79,HP-5MS,40-300C at 12C/min,1.0,Ethylbenzene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,14.9,SPB-1,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,15.61,BPX5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,23.39,DB-WAX,40-240C at 8C/min,1.0,p-Xylene,Aromatic Hydrocarbon,11,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,17.09,ZB-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,7,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.06,DB-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.05,DB-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.73,BPX5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,14.46,Rtx-1,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,13,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,8.16,DB-1,50-300C at 15C/min,1.2,p-Xylene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,20.55,DB-5,50-280C at 8C/min,1.0,p-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.02,ZB-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,7,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.35,Rtx-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,15.21,DB-1,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,8.38,DB-1,50-300C at 15C/min,1.2,p-Xylene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,14.35,HP-5MS,40-300C at 12C/min,1.0,p-Xylene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.93,DB-5,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,6.56,DB-VRX,40-260C at 15C/min,1.5,p-Xylene,Aromatic Hydrocarbon,19,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,22.44,DB-WAX,60-250C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,10,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,16.92,SPB-1,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(C)cc1,19.62,DB-17,60-280C at 10C/min,1.0,p-Xylene,Aromatic Hydrocarbon,15,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,25.18,DB-WAX,40-240C at 8C/min,1.0,o-Xylene,Aromatic Hydrocarbon,11,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,19.03,DB-624,40-250C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1C,15.96,Rtx-5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,13.81,HP-5MS,40-300C at 12C/min,1.0,o-Xylene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,17.08,BPX5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,8.96,DB-5,60-300C at 15C/min,1.2,o-Xylene,Aromatic Hydrocarbon,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,17.01,Rtx-5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,27.26,DB-WAX,40-240C at 8C/min,1.0,o-Xylene,Aromatic Hydrocarbon,11,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,17.86,Rtx-35,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,16.4,Rtx-35,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,15.25,DB-5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,8.8,DB-1,50-300C at 15C/min,1.2,o-Xylene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,14.7,Rtx-5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,17.78,Rtx-35,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,21.09,DB-5,50-280C at 8C/min,1.0,o-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,16.19,BPX5,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,15.59,HP-5MS,60-280C at 10C/min,1.0,o-Xylene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,7.18,DB-VRX,40-260C at 15C/min,1.5,o-Xylene,Aromatic Hydrocarbon,19,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,20.91,DB-5,50-280C at 8C/min,1.0,o-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1C,7.68,DB-VRX,40-260C at 15C/min,1.5,o-Xylene,Aromatic Hydrocarbon,19,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,15.0,BPX5,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,16.05,DB-5,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,17.15,BPX5,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,25.16,DB-WAX,40-240C at 8C/min,1.0,m-Xylene,Aromatic Hydrocarbon,11,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,18.36,DB-624,40-250C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,16.11,DB-1,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,16.58,HP-5MS,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,18.53,Rtx-5,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,14.26,DB-1,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,8,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,16.65,BPX5,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,20.41,DB-5,50-280C at 8C/min,1.0,m-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,17.73,Rtx-35,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,21.0,DB-5,50-280C at 8C/min,1.0,m-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,19.26,Rtx-624,40-250C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,15.97,DB-35,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,18.47,Rtx-624,40-250C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,9.54,DB-5,60-300C at 15C/min,1.2,m-Xylene,Aromatic Hydrocarbon,2,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,21.27,DB-5,50-280C at 8C/min,1.0,m-Xylene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,17.35,Rtx-35,60-280C at 10C/min,1.0,m-Xylene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
Cc1cccc(C)c1,8.7,DB-1,50-300C at 15C/min,1.2,m-Xylene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,18.46,Rtx-35,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,16,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,7.6,DB-VRX,40-260C at 15C/min,1.5,Styrene,Aromatic Hydrocarbon,19,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.72,HP-5MS,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,4,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,22.05,DB-5,50-280C at 8C/min,1.0,Styrene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,19.68,DB-624,40-250C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,18.66,DB-624,40-250C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.21,SPB-1,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,12,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,17.88,DB-35,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.92,Rtx-5,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,6,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,21.34,DB-5,50-280C at 8C/min,1.0,Styrene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,8.14,DB-1,50-300C at 15C/min,1.2,Styrene,Aromatic Hydrocarbon,9,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,14.44,HP-5MS,40-300C at 12C/min,1.0,Styrene,Aromatic Hydrocarbon,5,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,20.33,DB-624,40-250C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,17,Nitrogen,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,17.29,DB-35,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,14,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,20.57,DB-5,50-280C at 8C/min,1.0,Styrene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.42,DB-5,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.23,BPX5,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,20,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,16.92,DB-5,60-280C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,1,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,21.72,DB-5,50-280C at 8C/min,1.0,Styrene,Aromatic Hydrocarbon,3,Helium,v3_2000,synthetic_v3_2000
C=Cc1ccccc1,19.46,Rtx-624,40-250C at 10C/min,1.0,Styrene,Aromatic Hydrocarbon,18,Nitrogen,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,20.32,DB-5,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,1,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,20.7,DB-1,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,8,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,22.34,DB-35,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,14,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,23.44,Rtx-35,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,16,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,23.24,DB-35,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,14,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,19.37,SPB-1,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,12,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,10.89,DB-VRX,40-260C at 15C/min,1.5,Naphthalene,Polycyclic Aromatic,19,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,25.01,DB-17,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,15,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,10.52,DB-5,60-300C at 15C/min,1.2,Naphthalene,Polycyclic Aromatic,2,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,11.82,DB-5,60-300C at 15C/min,1.2,Naphthalene,Polycyclic Aromatic,2,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,9.51,DB-VRX,40-260C at 15C/min,1.5,Naphthalene,Polycyclic Aromatic,19,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,26.37,DB-624,40-250C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,17,Nitrogen,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,20.24,BPX5,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,20,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,27.24,DB-WAX,60-250C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,10,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,21.61,Rtx-5,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,6,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,25.29,DB-17,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,15,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,32.19,DB-WAX,40-240C at 8C/min,1.0,Naphthalene,Polycyclic Aromatic,11,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,17.27,HP-5MS,40-300C at 12C/min,1.0,Naphthalene,Polycyclic Aromatic,5,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,20.58,DB-5,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,1,Helium,v3_2000,synthetic_v3_2000
c1ccc2ccccc2c1,19.37,DB-1,60-280C at 10C/min,1.0,Naphthalene,Polycyclic Aromatic,8,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,31.89,Rtx-35,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,16,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,29.88,DB-1,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,8,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,31.31,Rtx-1,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,13,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,29.07,DB-5,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,1,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,32.26,Rtx-35,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,16,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,30.59,ZB-5,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,7,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,28.8,HP-5MS,40-300C at 12C/min,1.0,Anthracene,Polycyclic Aromatic,5,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,37.42,DB-5,50-280C at 8C/min,1.0,Anthracene,Polycyclic Aromatic,3,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,29.7,SPB-1,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,12,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,35.33,Rtx-35,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,16,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,14.15,DB-VRX,40-260C at 15C/min,1.5,Anthracene,Polycyclic Aromatic,19,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,25.99,HP-5MS,40-300C at 12C/min,1.0,Anthracene,Polycyclic Aromatic,5,Helium,v3_2000,synthetic_v3_2000
c1ccc2cc3ccccc3cc2c1,33.79,DB-35,60-280C at 10C/min,1.0,Anthracene,Polycyclic Aromatic,14,Helium,v3_2000,synthetic_v3_2000
